RefNo,Date,Year,Month,Day,Hour,WeekDay, KWH 
538,11/19/2020,2020,11,19,18,5, 56.926 
539,11/19/2020,2020,11,19,19,5, 47.648 
540,11/19/2020,2020,11,19,20,5, 45.344 
541,11/19/2020,2020,11,19,21,5, 45.114 
542,11/19/2020,2020,11,19,22,5, 45.277 
543,11/19/2020,2020,11,19,23,5, 44.077 
544,11/20/2020,2020,11,20,0,6, 45.568 
545,11/20/2020,2020,11,20,1,6, 76.791 
546,11/20/2020,2020,11,20,2,6, 89.259 
547,11/20/2020,2020,11,20,3,6, 108.399 
548,11/20/2020,2020,11,20,4,6, 102.639 
549,11/20/2020,2020,11,20,5,6, 99.610 
550,11/20/2020,2020,11,20,6,6, 113.034 
551,11/20/2020,2020,11,20,7,6, 119.930 
552,11/20/2020,2020,11,20,8,6, 108.905 
553,11/20/2020,2020,11,20,9,6, 107.664 
554,11/20/2020,2020,11,20,10,6, 98.431 
555,11/20/2020,2020,11,20,11,6, 107.667 
556,11/20/2020,2020,11,20,12,6, 93.251 
557,11/20/2020,2020,11,20,13,6, 89.914 
558,11/20/2020,2020,11,20,14,6, 87.371 
559,11/20/2020,2020,11,20,15,6, 86.106 
560,11/20/2020,2020,11,20,16,6, 81.460 
561,11/20/2020,2020,11,20,17,6, 58.976 
562,11/20/2020,2020,11,20,18,6, 48.091 
563,11/20/2020,2020,11,20,19,6, 47.414 
564,11/20/2020,2020,11,20,20,6, 45.703 
565,11/20/2020,2020,11,20,21,6, 45.153 
566,11/20/2020,2020,11,20,22,6, 45.106 
567,11/20/2020,2020,11,20,23,6, 43.772 
568,11/21/2020,2020,11,21,0,7, 129.565 
569,11/21/2020,2020,11,21,1,7, 160.018 
570,11/21/2020,2020,11,21,2,7, 160.162 
571,11/21/2020,2020,11,21,3,7, 185.841 
572,11/21/2020,2020,11,21,4,7, 178.033 
573,11/21/2020,2020,11,21,5,7, 153.851 
574,11/21/2020,2020,11,21,6,7, 149.171 
575,11/21/2020,2020,11,21,7,7, 157.808 
576,11/21/2020,2020,11,21,8,7, 157.281 
577,11/21/2020,2020,11,21,9,7, 151.585 
578,11/21/2020,2020,11,21,10,7, 107.261 
579,11/21/2020,2020,11,21,11,7, 99.024 
580,11/21/2020,2020,11,21,12,7, 94.208 
581,11/21/2020,2020,11,21,13,7, 92.903 
582,11/21/2020,2020,11,21,14,7, 90.170 
583,11/21/2020,2020,11,21,15,7, 89.236 
584,11/21/2020,2020,11,21,16,7, 83.151 
585,11/21/2020,2020,11,21,17,7, 59.949 
586,11/21/2020,2020,11,21,18,7, 48.393 
587,11/21/2020,2020,11,21,19,7, 47.444 
588,11/21/2020,2020,11,21,20,7, 45.233 
589,11/21/2020,2020,11,21,21,7, 45.119 
590,11/21/2020,2020,11,21,22,7, 44.729 
591,11/21/2020,2020,11,21,23,7, 43.689 
592,11/22/2020,2020,11,22,0,1, 90.184 
593,11/22/2020,2020,11,22,1,1, 126.781 
594,11/22/2020,2020,11,22,2,1, 124.068 
595,11/22/2020,2020,11,22,3,1, 141.279 
596,11/22/2020,2020,11,22,4,1, 110.391 
597,11/22/2020,2020,11,22,5,1, 100.423 
598,11/22/2020,2020,11,22,6,1, 102.149 
599,11/22/2020,2020,11,22,7,1, 111.878 
600,11/22/2020,2020,11,22,8,1, 110.854 
601,11/22/2020,2020,11,22,9,1, 108.557 
602,11/22/2020,2020,11,22,10,1, 103.382 
603,11/22/2020,2020,11,22,11,1, 98.261 
604,11/22/2020,2020,11,22,12,1, 94.948 
605,11/22/2020,2020,11,22,13,1, 96.282 
606,11/22/2020,2020,11,22,14,1, 90.354 
607,11/22/2020,2020,11,22,15,1, 88.519 
608,11/22/2020,2020,11,22,16,1, 79.461 
609,11/22/2020,2020,11,22,17,1, 56.113 
610,11/22/2020,2020,11,22,18,1, 45.692 
611,11/22/2020,2020,11,22,19,1, 45.825 
612,11/22/2020,2020,11,22,20,1, 43.623 
613,11/22/2020,2020,11,22,21,1, 43.889 
614,11/22/2020,2020,11,22,22,1, 42.365 
615,11/22/2020,2020,11,22,23,1, 40.770 
616,11/23/2020,2020,11,23,0,2, 42.855 
617,11/23/2020,2020,11,23,1,2, 76.698 
618,11/23/2020,2020,11,23,2,2, 89.880 
619,11/23/2020,2020,11,23,3,2, 109.847 
620,11/23/2020,2020,11,23,4,2, 97.857 
621,11/23/2020,2020,11,23,5,2, 94.990 
622,11/23/2020,2020,11,23,6,2, 100.811 
623,11/23/2020,2020,11,23,7,2, 108.563 
624,11/23/2020,2020,11,23,8,2, 104.385 
625,11/23/2020,2020,11,23,9,2, 102.570 
626,11/23/2020,2020,11,23,10,2, 95.560 
627,11/23/2020,2020,11,23,11,2, 91.791 
628,11/23/2020,2020,11,23,12,2, 95.407 
629,11/23/2020,2020,11,23,13,2, 92.169 
630,11/23/2020,2020,11,23,14,2, 91.490 
631,11/23/2020,2020,11,23,15,2, 91.131 
632,11/23/2020,2020,11,23,16,2, 80.351 
633,11/23/2020,2020,11,23,17,2, 50.529 
634,11/23/2020,2020,11,23,18,2, 41.360 
635,11/23/2020,2020,11,23,19,2, 42.767 
636,11/23/2020,2020,11,23,20,2, 39.516 
637,11/23/2020,2020,11,23,21,2, 39.306 
638,11/23/2020,2020,11,23,22,2, 38.362 
639,11/23/2020,2020,11,23,23,2, 39.179 
640,11/24/2020,2020,11,24,0,3, 39.468 
641,11/24/2020,2020,11,24,1,3, 72.793 
642,11/24/2020,2020,11,24,2,3, 84.534 
643,11/24/2020,2020,11,24,3,3, 105.881 
644,11/24/2020,2020,11,24,4,3, 104.820 
645,11/24/2020,2020,11,24,5,3, 103.040 
646,11/24/2020,2020,11,24,6,3, 109.769 
647,11/24/2020,2020,11,24,7,3, 111.482 
648,11/24/2020,2020,11,24,8,3, 108.148 
649,11/24/2020,2020,11,24,9,3, 104.393 
650,11/24/2020,2020,11,24,10,3, 99.560 
651,11/24/2020,2020,11,24,11,3, 89.831 
652,11/24/2020,2020,11,24,12,3, 90.559 
653,11/24/2020,2020,11,24,13,3, 97.313 
654,11/24/2020,2020,11,24,14,3, 110.399 
655,11/24/2020,2020,11,24,15,3, 86.542 
656,11/24/2020,2020,11,24,16,3, 82.458 
657,11/24/2020,2020,11,24,17,3, 71.074 
658,11/24/2020,2020,11,24,18,3, 59.945 
659,11/24/2020,2020,11,24,19,3, 57.524 
660,11/24/2020,2020,11,24,20,3, 55.171 
661,11/24/2020,2020,11,24,21,3, 50.768 
662,11/24/2020,2020,11,24,22,3, 45.797 
663,11/24/2020,2020,11,24,23,3, 45.292 
664,11/25/2020,2020,11,25,0,4, 42.771 
665,11/25/2020,2020,11,25,1,4, 76.386 
666,11/25/2020,2020,11,25,2,4, 75.552 
667,11/25/2020,2020,11,25,3,4, 101.190 
668,11/25/2020,2020,11,25,4,4, 100.874 
669,11/25/2020,2020,11,25,5,4, 94.477 
670,11/25/2020,2020,11,25,6,4, 100.387 
671,11/25/2020,2020,11,25,7,4, 108.227 
672,11/25/2020,2020,11,25,8,4, 99.295 
673,11/25/2020,2020,11,25,9,4, 100.368 
674,11/25/2020,2020,11,25,10,4, 99.979 
675,11/25/2020,2020,11,25,11,4, 97.077 
676,11/25/2020,2020,11,25,12,4, 99.242 
677,11/25/2020,2020,11,25,13,4, 103.708 
678,11/25/2020,2020,11,25,14,4, 90.393 
679,11/25/2020,2020,11,25,15,4, 90.718 
680,11/25/2020,2020,11,25,16,4, 82.469 
681,11/25/2020,2020,11,25,17,4, 61.260 
682,11/25/2020,2020,11,25,18,4, 53.891 
683,11/25/2020,2020,11,25,19,4, 55.184 
684,11/25/2020,2020,11,25,20,4, 48.997 
685,11/25/2020,2020,11,25,21,4, 46.622 
686,11/25/2020,2020,11,25,22,4, 45.334 
687,11/25/2020,2020,11,25,23,4, 45.477 
688,11/26/2020,2020,11,26,0,5, 44.658 
689,11/26/2020,2020,11,26,1,5, 76.847 
690,11/26/2020,2020,11,26,2,5, 91.978 
691,11/26/2020,2020,11,26,3,5, 113.554 
692,11/26/2020,2020,11,26,4,5, 104.350 
693,11/26/2020,2020,11,26,5,5, 106.808 
694,11/26/2020,2020,11,26,6,5, 106.185 
695,11/26/2020,2020,11,26,7,5, 115.294 
696,11/26/2020,2020,11,26,8,5, 113.064 
697,11/26/2020,2020,11,26,9,5, 114.648 
698,11/26/2020,2020,11,26,10,5, 122.611 
699,11/26/2020,2020,11,26,11,5, 110.029 
700,11/26/2020,2020,11,26,12,5, 105.298 
701,11/26/2020,2020,11,26,13,5, 100.833 
702,11/26/2020,2020,11,26,14,5, 94.819 
703,11/26/2020,2020,11,26,15,5, 92.850 
704,11/26/2020,2020,11,26,16,5, 85.464 
705,11/26/2020,2020,11,26,17,5, 63.260 
706,11/26/2020,2020,11,26,18,5, 53.949 
707,11/26/2020,2020,11,26,19,5, 55.911 
708,11/26/2020,2020,11,26,20,5, 53.991 
709,11/26/2020,2020,11,26,21,5, 52.904 
710,11/26/2020,2020,11,26,22,5, 52.214 
711,11/26/2020,2020,11,26,23,5, 52.193 
712,11/27/2020,2020,11,27,0,6, 51.733 
713,11/27/2020,2020,11,27,1,6, 84.091 
714,11/27/2020,2020,11,27,2,6, 95.725 
715,11/27/2020,2020,11,27,3,6, 117.994 
716,11/27/2020,2020,11,27,4,6, 112.700 
717,11/27/2020,2020,11,27,5,6, 115.661 
718,11/27/2020,2020,11,27,6,6, 115.058 
719,11/27/2020,2020,11,27,7,6, 116.530 
720,11/27/2020,2020,11,27,8,6, 108.683 
721,11/27/2020,2020,11,27,9,6, 116.342 
722,11/27/2020,2020,11,27,10,6, 121.072 
723,11/27/2020,2020,11,27,11,6, 112.883 
724,11/27/2020,2020,11,27,12,6, 108.090 
725,11/27/2020,2020,11,27,13,6, 102.041 
726,11/27/2020,2020,11,27,14,6, 106.026 
727,11/27/2020,2020,11,27,15,6, 88.910 
728,11/27/2020,2020,11,27,16,6, 79.167 
729,11/27/2020,2020,11,27,17,6, 58.062 
730,11/27/2020,2020,11,27,18,6, 55.212 
731,11/27/2020,2020,11,27,19,6, 56.214 
732,11/27/2020,2020,11,27,20,6, 45.247 
733,11/27/2020,2020,11,27,21,6, 36.081 
734,11/28/2020,2020,11,28,1,7, 64.472 
735,11/28/2020,2020,11,28,2,7, 87.141 
736,11/28/2020,2020,11,28,3,7, 112.165 
737,11/28/2020,2020,11,28,4,7, 106.583 
738,11/28/2020,2020,11,28,5,7, 115.102 
739,11/28/2020,2020,11,28,6,7, 116.534 
740,11/28/2020,2020,11,28,7,7, 123.973 
741,11/28/2020,2020,11,28,8,7, 130.104 
742,11/28/2020,2020,11,28,9,7, 127.562 
743,11/28/2020,2020,11,28,10,7, 121.696 
744,11/28/2020,2020,11,28,11,7, 118.425 
745,11/28/2020,2020,11,28,12,7, 119.220 
746,11/28/2020,2020,11,28,13,7, 119.733 
747,11/28/2020,2020,11,28,14,7, 110.566 
748,11/28/2020,2020,11,28,15,7, 99.162 
749,11/28/2020,2020,11,28,16,7, 93.084 
750,11/28/2020,2020,11,28,17,7, 72.236 
751,11/28/2020,2020,11,28,18,7, 53.184 
752,11/28/2020,2020,11,28,19,7, 42.986 
753,11/28/2020,2020,11,28,20,7, 46.220 
754,11/28/2020,2020,11,28,21,7, 45.022 
755,11/28/2020,2020,11,28,22,7, 46.522 
756,11/28/2020,2020,11,28,23,7, 44.072 
757,11/29/2020,2020,11,29,0,1, 44.096 
758,11/29/2020,2020,11,29,1,1, 77.369 
759,11/29/2020,2020,11,29,2,1, 82.131 
760,11/29/2020,2020,11,29,3,1, 105.300 
761,11/29/2020,2020,11,29,4,1, 107.902 
762,11/29/2020,2020,11,29,5,1, 104.404 
763,11/29/2020,2020,11,29,6,1, 103.715 
764,11/29/2020,2020,11,29,7,1, 107.002 
765,11/29/2020,2020,11,29,8,1, 104.284 
766,11/29/2020,2020,11,29,9,1, 104.382 
767,11/29/2020,2020,11,29,10,1, 110.102 
768,11/29/2020,2020,11,29,11,1, 101.805 
769,11/29/2020,2020,11,29,12,1, 98.723 
770,11/29/2020,2020,11,29,13,1, 101.408 
771,11/29/2020,2020,11,29,14,1, 96.555 
772,11/29/2020,2020,11,29,15,1, 87.703 
773,11/29/2020,2020,11,29,16,1, 77.469 
774,11/29/2020,2020,11,29,17,1, 61.438 
775,11/29/2020,2020,11,29,18,1, 50.640 
776,11/29/2020,2020,11,29,19,1, 49.875 
777,11/29/2020,2020,11,29,20,1, 47.885 
778,11/29/2020,2020,11,29,21,1, 46.187 
779,11/29/2020,2020,11,29,22,1, 46.095 
780,11/29/2020,2020,11,29,23,1, 44.975 
781,11/30/2020,2020,11,30,0,2, 70.853 
782,11/30/2020,2020,11,30,1,2, 71.376 
783,11/30/2020,2020,11,30,2,2, 87.919 
784,11/30/2020,2020,11,30,3,2, 103.809 
785,11/30/2020,2020,11,30,4,2, 122.113 
786,11/30/2020,2020,11,30,5,2, 119.736 
787,11/30/2020,2020,11,30,6,2, 113.674 
788,11/30/2020,2020,11,30,7,2, 116.470 
789,11/30/2020,2020,11,30,8,2, 115.799 
790,11/30/2020,2020,11,30,9,2, 120.983 
791,11/30/2020,2020,11,30,10,2, 123.777 
792,11/30/2020,2020,11,30,11,2, 122.705 
793,11/30/2020,2020,11,30,12,2, 130.418 
794,11/30/2020,2020,11,30,13,2, 118.839 
795,11/30/2020,2020,11,30,14,2, 105.783 
796,11/30/2020,2020,11,30,15,2, 97.857 
797,11/30/2020,2020,11,30,16,2, 94.142 
798,11/30/2020,2020,11,30,17,2, 65.359 
799,11/30/2020,2020,11,30,18,2, 50.792 
800,11/30/2020,2020,11,30,19,2, 49.579 
801,11/30/2020,2020,11,30,20,2, 47.761 
802,11/30/2020,2020,11,30,21,2, 46.772 
803,11/30/2020,2020,11,30,22,2, 46.733 
804,11/30/2020,2020,11,30,23,2, 45.357 
805,12/1/2020,2020,12,1,0,3, 48.710 
806,12/1/2020,2020,12,1,1,3, 77.061 
807,12/1/2020,2020,12,1,2,3, 86.679 
808,12/1/2020,2020,12,1,3,3, 113.089 
809,12/1/2020,2020,12,1,4,3, 110.789 
810,12/1/2020,2020,12,1,5,3, 110.008 
811,12/1/2020,2020,12,1,6,3, 116.533 
812,12/1/2020,2020,12,1,7,3, 120.245 
813,12/1/2020,2020,12,1,8,3, 114.850 
814,12/1/2020,2020,12,1,9,3, 108.501 
815,12/1/2020,2020,12,1,10,3, 155.092 
816,12/1/2020,2020,12,1,11,3, 175.533 
817,12/1/2020,2020,12,1,12,3, 182.671 
818,12/1/2020,2020,12,1,13,3, 200.684 
819,12/1/2020,2020,12,1,14,3, 211.969 
820,12/1/2020,2020,12,1,15,3, 208.806 
821,12/1/2020,2020,12,1,16,3, 203.814 
822,12/1/2020,2020,12,1,17,3, 180.704 
823,12/1/2020,2020,12,1,18,3, 162.926 
824,12/1/2020,2020,12,1,19,3, 154.456 
825,12/1/2020,2020,12,1,20,3, 93.935 
826,12/1/2020,2020,12,1,21,3, 120.181 
827,12/1/2020,2020,12,1,22,3, 131.870 
828,12/1/2020,2020,12,1,23,3, 147.295 
829,12/2/2020,2020,12,2,0,4, 48.010 
830,12/2/2020,2020,12,2,1,4, 77.007 
831,12/2/2020,2020,12,2,2,4, 84.592 
832,12/2/2020,2020,12,2,3,4, 98.649 
833,12/2/2020,2020,12,2,4,4, 105.047 
834,12/2/2020,2020,12,2,5,4, 98.395 
835,12/2/2020,2020,12,2,6,4, 97.558 
836,12/2/2020,2020,12,2,7,4, 99.321 
837,12/2/2020,2020,12,2,8,4, 95.127 
838,12/2/2020,2020,12,2,9,4, 105.684 
839,12/2/2020,2020,12,2,10,4, 155.635 
840,12/2/2020,2020,12,2,11,4, 161.727 
841,12/2/2020,2020,12,2,12,4, 182.673 
842,12/2/2020,2020,12,2,13,4, 187.526 
843,12/2/2020,2020,12,2,14,4, 190.819 
844,12/2/2020,2020,12,2,15,4, 178.605 
845,12/2/2020,2020,12,2,16,4, 179.645 
846,12/2/2020,2020,12,2,17,4, 158.356 
847,12/2/2020,2020,12,2,18,4, 153.601 
848,12/2/2020,2020,12,2,19,4, 152.858 
849,12/2/2020,2020,12,2,20,4, 95.045 
850,12/2/2020,2020,12,2,21,4, 117.368 
851,12/2/2020,2020,12,2,22,4, 136.918 
852,12/2/2020,2020,12,2,23,4, 136.843 
853,12/3/2020,2020,12,3,0,5, 47.367 
854,12/3/2020,2020,12,3,1,5, 77.304 
855,12/3/2020,2020,12,3,2,5, 94.785 
856,12/3/2020,2020,12,3,3,5, 103.749 
857,12/3/2020,2020,12,3,4,5, 101.587 
858,12/3/2020,2020,12,3,5,5, 104.716 
859,12/3/2020,2020,12,3,6,5, 104.568 
860,12/3/2020,2020,12,3,7,5, 114.439 
861,12/3/2020,2020,12,3,8,5, 97.987 
862,12/3/2020,2020,12,3,9,5, 94.446 
863,12/3/2020,2020,12,3,10,5, 150.263 
864,12/3/2020,2020,12,3,11,5, 177.099 
865,12/3/2020,2020,12,3,12,5, 200.233 
866,12/3/2020,2020,12,3,13,5, 219.714 
867,12/3/2020,2020,12,3,14,5, 234.604 
868,12/3/2020,2020,12,3,15,5, 200.740 
869,12/3/2020,2020,12,3,16,5, 192.680 
870,12/3/2020,2020,12,3,17,5, 180.034 
871,12/3/2020,2020,12,3,18,5, 171.167 
872,12/3/2020,2020,12,3,19,5, 153.015 
873,12/3/2020,2020,12,3,20,5, 46.504 
874,12/3/2020,2020,12,3,21,5, 44.515 
875,12/3/2020,2020,12,3,22,5, 42.920 
876,12/3/2020,2020,12,3,23,5, 42.851 
877,12/4/2020,2020,12,4,0,6, 43.391 
878,12/4/2020,2020,12,4,1,6, 79.929 
879,12/4/2020,2020,12,4,2,6, 84.056 
880,12/4/2020,2020,12,4,3,6, 96.161 
881,12/4/2020,2020,12,4,4,6, 95.344 
882,12/4/2020,2020,12,4,5,6, 105.165 
883,12/4/2020,2020,12,4,6,6, 111.039 
884,12/4/2020,2020,12,4,7,6, 127.222 
885,12/4/2020,2020,12,4,8,6, 125.177 
886,12/4/2020,2020,12,4,9,6, 120.706 
887,12/4/2020,2020,12,4,10,6, 121.535 
888,12/4/2020,2020,12,4,11,6, 110.334 
889,12/4/2020,2020,12,4,12,6, 107.492 
890,12/4/2020,2020,12,4,13,6, 109.769 
891,12/4/2020,2020,12,4,14,6, 103.564 
892,12/4/2020,2020,12,4,15,6, 95.985 
893,12/4/2020,2020,12,4,16,6, 88.736 
894,12/4/2020,2020,12,4,17,6, 64.207 
895,12/4/2020,2020,12,4,18,6, 48.548 
896,12/4/2020,2020,12,4,19,6, 44.890 
897,12/4/2020,2020,12,4,20,6, 46.022 
898,12/4/2020,2020,12,4,21,6, 44.187 
899,12/4/2020,2020,12,4,22,6, 42.798 
900,12/4/2020,2020,12,4,23,6, 42.631 
901,12/5/2020,2020,12,5,0,7, 42.776 
902,12/5/2020,2020,12,5,1,7, 68.829 
903,12/5/2020,2020,12,5,2,7, 90.275 
904,12/5/2020,2020,12,5,3,7, 111.185 
905,12/5/2020,2020,12,5,4,7, 107.418 
906,12/5/2020,2020,12,5,5,7, 107.932 
907,12/5/2020,2020,12,5,6,7, 108.073 
908,12/5/2020,2020,12,5,7,7, 116.767 
909,12/5/2020,2020,12,5,8,7, 120.482 
910,12/5/2020,2020,12,5,9,7, 113.118 
911,12/5/2020,2020,12,5,10,7, 123.079 
912,12/5/2020,2020,12,5,11,7, 107.828 
913,12/5/2020,2020,12,5,12,7, 102.194 
914,12/5/2020,2020,12,5,13,7, 98.895 
915,12/5/2020,2020,12,5,14,7, 109.403 
916,12/5/2020,2020,12,5,15,7, 95.390 
917,12/5/2020,2020,12,5,16,7, 86.949 
918,12/5/2020,2020,12,5,17,7, 62.031 
919,12/5/2020,2020,12,5,18,7, 48.124 
920,12/5/2020,2020,12,5,19,7, 44.295 
921,12/5/2020,2020,12,5,20,7, 45.595 
922,12/5/2020,2020,12,5,21,7, 43.010 
923,12/5/2020,2020,12,5,22,7, 42.353 
924,12/5/2020,2020,12,5,23,7, 41.362 
925,12/6/2020,2020,12,6,0,1, 40.577 
926,12/6/2020,2020,12,6,1,1, 65.644 
927,12/6/2020,2020,12,6,2,1, 96.116 
928,12/6/2020,2020,12,6,3,1, 117.734 
929,12/6/2020,2020,12,6,4,1, 108.158 
930,12/6/2020,2020,12,6,5,1, 115.463 
931,12/6/2020,2020,12,6,6,1, 115.205 
932,12/6/2020,2020,12,6,7,1, 123.212 
933,12/6/2020,2020,12,6,8,1, 131.066 
934,12/6/2020,2020,12,6,9,1, 116.865 
935,12/6/2020,2020,12,6,10,1, 123.720 
936,12/6/2020,2020,12,6,11,1, 120.064 
937,12/6/2020,2020,12,6,12,1, 119.696 
938,12/6/2020,2020,12,6,13,1, 112.513 
939,12/6/2020,2020,12,6,14,1, 105.111 
940,12/6/2020,2020,12,6,15,1, 104.068 
941,12/6/2020,2020,12,6,16,1, 85.584 
942,12/6/2020,2020,12,6,17,1, 63.132 
943,12/6/2020,2020,12,6,18,1, 55.321 
944,12/6/2020,2020,12,6,19,1, 44.616 
945,12/6/2020,2020,12,6,20,1, 46.121 
946,12/6/2020,2020,12,6,21,1, 43.028 
947,12/6/2020,2020,12,6,22,1, 41.539 
948,12/6/2020,2020,12,6,23,1, 41.574 
949,12/7/2020,2020,12,7,0,2, 41.115 
950,12/7/2020,2020,12,7,1,2, 76.016 
951,12/7/2020,2020,12,7,2,2, 91.820 
952,12/7/2020,2020,12,7,3,2, 120.669 
953,12/7/2020,2020,12,7,4,2, 116.780 
954,12/7/2020,2020,12,7,5,2, 120.626 
955,12/7/2020,2020,12,7,6,2, 116.112 
956,12/7/2020,2020,12,7,7,2, 123.124 
957,12/7/2020,2020,12,7,8,2, 125.073 
958,12/7/2020,2020,12,7,9,2, 117.510 
959,12/7/2020,2020,12,7,10,2, 105.682 
960,12/7/2020,2020,12,7,11,2, 106.267 
961,12/7/2020,2020,12,7,12,2, 109.268 
962,12/7/2020,2020,12,7,13,2, 103.178 
963,12/7/2020,2020,12,7,14,2, 110.955 
964,12/7/2020,2020,12,7,15,2, 103.072 
965,12/7/2020,2020,12,7,16,2, 95.635 
966,12/7/2020,2020,12,7,17,2, 69.379 
967,12/7/2020,2020,12,7,18,2, 51.492 
968,12/7/2020,2020,12,7,19,2, 48.237 
969,12/7/2020,2020,12,7,20,2, 49.082 
970,12/7/2020,2020,12,7,21,2, 47.700 
971,12/7/2020,2020,12,7,22,2, 46.683 
972,12/7/2020,2020,12,7,23,2, 45.457 
973,12/8/2020,2020,12,8,0,3, 38.369 
974,12/8/2020,2020,12,8,1,3, 80.197 
975,12/8/2020,2020,12,8,2,3, 86.869 
976,12/8/2020,2020,12,8,3,3, 96.442 
977,12/8/2020,2020,12,8,4,3, 117.626 
978,12/8/2020,2020,12,8,5,3, 112.024 
979,12/8/2020,2020,12,8,6,3, 105.309 
980,12/8/2020,2020,12,8,7,3, 107.524 
981,12/8/2020,2020,12,8,8,3, 109.011 
982,12/8/2020,2020,12,8,9,3, 107.098 
983,12/8/2020,2020,12,8,10,3, 107.601 
984,12/8/2020,2020,12,8,11,3, 105.466 
985,12/8/2020,2020,12,8,12,3, 104.891 
986,12/8/2020,2020,12,8,13,3, 100.446 
987,12/8/2020,2020,12,8,14,3, 93.942 
988,12/8/2020,2020,12,8,15,3, 93.504 
989,12/8/2020,2020,12,8,16,3, 86.900 
990,12/8/2020,2020,12,8,17,3, 68.670 
991,12/8/2020,2020,12,8,18,3, 62.836 
992,12/8/2020,2020,12,8,19,3, 60.715 
993,12/8/2020,2020,12,8,20,3, 55.918 
994,12/8/2020,2020,12,8,21,3, 55.346 
995,12/8/2020,2020,12,8,22,3, 55.150 
996,12/8/2020,2020,12,8,23,3, 53.988 
997,12/9/2020,2020,12,9,0,4, 54.708 
998,12/9/2020,2020,12,9,1,4, 83.592 
999,12/9/2020,2020,12,9,2,4, 81.762 
1000,12/9/2020,2020,12,9,3,4, 102.754 
1001,12/9/2020,2020,12,9,4,4, 107.263 
1002,12/9/2020,2020,12,9,5,4, 116.260 
1003,12/9/2020,2020,12,9,6,4, 109.960 
1004,12/9/2020,2020,12,9,7,4, 119.098 
1005,12/9/2020,2020,12,9,8,4, 110.459 
1006,12/9/2020,2020,12,9,9,4, 117.938 
1007,12/9/2020,2020,12,9,10,4, 112.318 
1008,12/9/2020,2020,12,9,11,4, 108.734 
1009,12/9/2020,2020,12,9,12,4, 119.660 
1010,12/9/2020,2020,12,9,13,4, 122.961 
1011,12/9/2020,2020,12,9,14,4, 112.712 
1012,12/9/2020,2020,12,9,15,4, 103.582 
1013,12/9/2020,2020,12,9,16,4, 94.415 
1014,12/9/2020,2020,12,9,17,4, 63.798 
1015,12/9/2020,2020,12,9,18,4, 57.327 
1016,12/9/2020,2020,12,9,19,4, 48.081 
1017,12/9/2020,2020,12,9,20,4, 48.457 
1018,12/9/2020,2020,12,9,21,4, 47.013 
1019,12/9/2020,2020,12,9,22,4, 47.465 
1020,12/9/2020,2020,12,9,23,4, 50.338 
1021,12/10/2020,2020,12,10,0,5, 48.684 
1022,12/10/2020,2020,12,10,1,5, 72.693 
1023,12/10/2020,2020,12,10,2,5, 87.741 
1024,12/10/2020,2020,12,10,3,5, 95.689 
1025,12/10/2020,2020,12,10,4,5, 103.287 
1026,12/10/2020,2020,12,10,5,5, 113.770 
1027,12/10/2020,2020,12,10,6,5, 105.194 
1028,12/10/2020,2020,12,10,7,5, 116.318 
1029,12/10/2020,2020,12,10,8,5, 111.954 
1030,12/10/2020,2020,12,10,9,5, 105.931 
1031,12/10/2020,2020,12,10,10,5, 108.027 
1032,12/10/2020,2020,12,10,11,5, 104.274 
1033,12/10/2020,2020,12,10,12,5, 106.711 
1034,12/10/2020,2020,12,10,13,5, 91.209 
1035,12/10/2020,2020,12,10,14,5, 86.631 
1036,12/10/2020,2020,12,10,15,5, 88.773 
1037,12/10/2020,2020,12,10,16,5, 81.808 
1038,12/10/2020,2020,12,10,17,5, 68.247 
1039,12/10/2020,2020,12,10,18,5, 58.133 
1040,12/10/2020,2020,12,10,19,5, 44.987 
1041,12/10/2020,2020,12,10,20,5, 44.674 
1042,12/10/2020,2020,12,10,21,5, 42.925 
1043,12/10/2020,2020,12,10,22,5, 42.063 
1044,12/10/2020,2020,12,10,23,5, 44.563 
1045,12/11/2020,2020,12,11,0,6, 155.092 
1046,12/11/2020,2020,12,11,1,6, 175.533 
1047,12/11/2020,2020,12,11,2,6, 182.671 
1048,12/11/2020,2020,12,11,3,6, 200.684 
1049,12/11/2020,2020,12,11,4,6, 211.969 
1050,12/11/2020,2020,12,11,5,6, 208.806 
1051,12/11/2020,2020,12,11,6,6, 203.814 
1052,12/11/2020,2020,12,11,7,6, 180.704 
1053,12/11/2020,2020,12,11,8,6, 162.926 
1054,12/11/2020,2020,12,11,9,6, 154.456 
1055,12/11/2020,2020,12,11,10,6, 105.457 
1056,12/11/2020,2020,12,11,11,6, 106.962 
1057,12/11/2020,2020,12,11,12,6, 106.559 
1058,12/11/2020,2020,12,11,13,6, 108.384 
1059,12/11/2020,2020,12,11,14,6, 98.369 
1060,12/11/2020,2020,12,11,15,6, 89.572 
1061,12/11/2020,2020,12,11,16,6, 84.440 
1062,12/11/2020,2020,12,11,17,6, 61.982 
1063,12/11/2020,2020,12,11,18,6, 59.473 
1064,12/11/2020,2020,12,11,19,6, 47.610 
1065,12/11/2020,2020,12,11,20,6, 47.571 
1066,12/11/2020,2020,12,11,21,6, 47.723 
1067,12/11/2020,2020,12,11,22,6, 45.976 
1068,12/11/2020,2020,12,11,23,6, 45.335 
1069,12/12/2020,2020,12,12,0,7, 93.935 
1070,12/12/2020,2020,12,12,1,7, 120.181 
1071,12/12/2020,2020,12,12,2,7, 131.870 
